"tartaric_acid","acetic_acid","citric_acid","residual_sugar","sodium_chloride","total_sulfur_dioxide","density","potassium_sulphate","alcohol","quality"
7.4,0.19,0.3,12.8,0.053,212,0.9986,0.49,9.1,7
6.6,0.12,0.25,1.4,0.039,131,0.99114,0.45,11.2,7
6.7,0.27,0.26,2.3,0.043,181,0.99394,0.63,10.6,6
6.6,0.38,0.29,2.9,0.035,101,0.98916,0.37,12.5,6
7.6,0.38,0.28,4.2,0.029,112,0.9906,0.41,12.6,6
6.9,0.34,0.49,7.3,0.045,206,0.9957,0.4,9,6
7,0.35,0.31,1.8,0.069,162,0.9944,0.47,9.4,5
6.4,0.16,0.28,2.2,0.042,93,0.9914,0.43,11.1,6
7.5,0.28,0.78,12.1,0.041,161,0.99838,0.44,8.7,5
6.9,0.52,0.54,7.9,0.036,169,0.99267,0.47,12.2,6
6.8,0.32,0.18,7.5,0.041,223,0.9959,0.41,8.9,5
7.3,0.41,0.29,1.8,0.032,74,0.98889,0.35,13,8
8.2,0.21,0.48,1.4,0.041,99,0.9958,0.57,9.9,5
6.5,0.22,0.27,1.6,0.039,116,0.99178,0.57,11,7
6.2,0.23,0.36,17.2,0.039,130,0.99946,0.43,8.8,6
6.3,0.26,0.42,7.1,0.045,209,0.99544,0.53,9.5,6
6.6,0.3,0.24,1.2,0.034,121,0.9933,0.36,9.2,5
7,0.15,0.38,15.3,0.045,120,0.9975,0.42,9.8,6
8.2,0.36,0.29,7.6,0.035,122,0.9939,0.34,12,5
8,0.36,0.39,1.6,0.024,93,0.99116,0.49,11.9,6
7.6,0.2,0.3,14.2,0.056,212.5,0.999,0.46,8.9,8
7.8,0.28,0.25,3.4,0.024,99,0.98959,0.37,13,6
6.6,0.25,0.34,3,0.054,141,0.99338,0.47,10.4,6
7.1,0.12,0.3,3.1,0.018,37,0.99004,0.52,11.9,7
7.2,0.24,0.29,2.2,0.037,102,0.992,0.64,11,7
6.6,0.32,0.22,16.7,0.046,133,0.9979,0.67,10.4,6
6.3,0.39,0.24,6.9,0.069,117,0.9942,0.35,10.2,4
6.8,0.24,0.31,18.3,0.046,142,1,0.41,8.7,5
6.9,0.19,0.49,6.6,0.036,172,0.9932,0.27,11.5,6
5.9,0.22,0.38,1.3,0.046,90,0.99232,0.47,10,6
7.4,0.24,0.31,8.4,0.045,183,0.9963,0.32,8.8,5
6.3,0.4,0.32,10.6,0.049,209,0.9981,0.59,9.3,6
7.2,0.21,0.34,1.1,0.046,80,0.992,0.4,11.3,6
5.2,0.36,0.02,1.6,0.031,104,0.9896,0.35,12.2,6
8,0.25,0.49,9,0.044,185,0.998,0.49,10,6
7.6,0.48,0.33,7,0.024,130,0.9918,0.45,12.5,7
5.2,0.285,0.29,5.15,0.035,138,0.9895,0.34,12.4,8
6.4,0.18,0.35,1,0.045,108,0.9911,0.35,10.9,6
7.3,0.24,0.43,2,0.021,69,0.99,0.56,12.2,6
4.7,0.785,0,3.4,0.036,134,0.98981,0.92,13.8,6
7.1,0.27,0.27,10.4,0.041,114,0.99335,0.52,11.5,7
6.9,0.32,0.26,8.3,0.053,180,0.9965,0.51,9.2,6
6.8,0.31,0.32,7.6,0.052,143,0.9959,0.38,9,5
7,0.3,0.27,1.5,0.076,145,0.99344,0.52,10.1,5
6.5,0.37,0.3,2.2,0.033,107,0.98894,0.53,13.5,7
4.4,0.46,0.1,2.8,0.024,111,0.98816,0.34,13.1,6
6.8,0.31,0.09,1.4,0.04,145,0.9922,0.46,10,5
7.1,0.43,0.3,6.6,0.025,138,0.99126,0.46,12.6,6
7.1,0.34,0.31,5.2,0.032,140,0.99166,0.47,12.3,7
7.4,0.2,0.37,16.95,0.048,190,0.9995,0.42,9.2,6
5.9,0.37,0.3,1.5,0.033,95,0.98986,0.56,12,7
6.3,0.27,0.49,1.2,0.063,92,0.9911,0.42,12.2,6
7.3,0.22,0.31,2.3,0.018,80,0.98936,0.34,12.9,7
5.6,0.295,0.26,1.1,0.035,102,0.99154,0.56,10.6,6
5.6,0.35,0.4,6.3,0.022,174,0.9922,0.5,11.6,7
9.2,0.18,0.49,1.5,0.041,130,0.9945,0.49,9.8,7
5.8,0.3,0.12,1.6,0.036,163,0.99239,0.59,10.5,6
6.9,0.17,0.25,1.6,0.047,132,0.9914,0.48,11.4,5
7.1,0.21,0.27,8.6,0.056,111,0.9956,0.52,9.5,5
7.6,0.36,0.49,11.3,0.046,221,0.9984,0.43,9.2,5
7.6,0.3,0.37,1.6,0.087,177,0.99438,0.5,9.8,5
8.5,0.19,0.48,1.1,0.026,58,0.99184,0.5,10.5,6
6.6,0.31,0.07,1.5,0.033,144,0.99208,0.42,10,5
5.6,0.175,0.29,0.8,0.043,67,0.99112,0.48,9.9,6
8,0.28,0.3,8.4,0.03,115,0.99192,0.42,12.3,6
7.1,0.3,0.49,1.6,0.045,100,0.9942,0.59,10.2,5
6.3,0.34,0.52,6.3,0.047,186,0.99481,0.44,9.6,5
6.8,0.3,0.35,2.8,0.038,164,0.9912,0.53,12,6
5.8,0.18,0.37,1.2,0.036,74,0.98853,0.49,12.7,7
8.1,0.27,0.35,1.7,0.03,103,0.99255,0.63,10.4,8
5.9,0.3,0.3,2,0.03,142,0.98892,0.41,12.9,7
7.2,0.21,0.28,2.7,0.033,94,0.99075,0.43,11.8,7
7.6,0.2,0.26,4.8,0.033,76,0.99076,0.49,12.3,7
8.7,0.15,0.3,1.6,0.046,130,0.9942,0.38,9.8,6
7,0.24,0.35,1,0.032,104,0.98988,0.37,11.7,7
6.1,0.27,0.43,7.5,0.049,243,0.9957,0.47,9,5
6.1,0.37,0.2,7.6,0.031,170,0.99558,0.48,9.5,5
6.5,0.18,0.33,1.4,0.029,138,0.99114,0.6,11.5,7
7.9,0.16,0.3,7.4,0.05,152,0.99612,0.37,9.5,6
5.8,0.35,0.29,3.2,0.034,151,0.9912,0.58,11.6333333333333,7
7.3,0.28,0.43,1.7,0.08,123,0.9905,0.42,12.8,5
8.8,0.19,0.3,5,0.028,120,0.99242,0.47,11.2,5
6.2,0.17,0.28,4.7,0.037,133,0.9931,0.46,10.8,7
5.8,0.19,0.49,4.9,0.04,118,0.9935,0.38,9.5,7
8.2,0.24,0.3,2.3,0.05,106,0.99397,0.5,10,5
6.8,0.18,0.35,5.4,0.054,143,0.99287,0.54,11,7
7.9,0.2,0.39,1,0.041,154,0.99093,0.43,11.9,5
6.7,0.54,0.27,7.1,0.049,178,0.99502,0.38,9.4,4
7.1,0.22,0.32,16.9,0.056,158,0.9998,0.38,9.6,6
7.8,0.28,0.31,2.1,0.046,208,0.99434,0.64,9.8,5
6.9,0.19,0.4,1.4,0.036,55,0.9909,0.68,11.5,7
7.1,0.18,0.49,1.3,0.033,72,0.99072,0.53,11.3,7
6.7,0.25,0.36,8.6,0.037,206,0.99553,0.5,9.6,5
8.2,0.18,0.49,1.1,0.033,81,0.9923,0.68,10.4,7
7.2,0.17,0.37,6.9,0.059,128,0.99322,0.46,11,7
7.8,0.28,0.22,1.4,0.056,130,0.9944,0.48,9.5,5
6.8,0.26,0.24,7.8,0.052,214,0.9961,0.47,8.9,5
6.1,0.15,0.35,15.8,0.042,158,0.99642,0.37,10.6,5
5.9,0.2,0.28,12.8,0.038,132,0.99426,0.57,11.8,7
7.4,0.38,0.34,8.3,0.052,168,0.99627,0.52,9.2,5
8.9,0.33,0.32,1.5,0.047,200,0.9954,0.46,9.4,5
8.5,0.3,0.28,3.1,0.054,174,0.99543,0.43,9.4,6
7.7,0.46,0.18,3.3,0.054,143,0.99392,0.51,10.8,6
6.3,0.26,0.24,7.2,0.039,172,0.9958,0.64,9.7,6
6.5,0.315,0.2,6.6,0.041,126,0.99494,0.51,8.8,5
6.9,0.25,0.4,1.3,0.038,101,0.9901,0.39,11.4,6
7.6,0.22,0.28,12,0.056,143,0.9983,0.3,9.2,6
6.8,0.21,0.37,7,0.038,107,0.99206,0.82,11.5,6
7.2,0.18,0.41,1.2,0.048,97,0.9919,0.45,10.4,5
5.8,0.31,0.32,4.5,0.024,94,0.98906,0.52,13.7,7
6.3,0.27,0.18,7.7,0.048,186,0.9962,0.47,9,5
6.9,0.33,0.62,7.5,0.038,132,0.99143,0.43,13.4,7
7,0.3,0.38,14.9,0.032,181,0.9983,0.61,9.3,7
8.6,0.31,0.3,0.9,0.045,109,0.99249,0.39,10.1,5
7.2,0.29,0.4,7.6,0.024,177,0.9928,0.32,11.5,6
7,0.39,0.24,1,0.048,119,0.9923,0.31,10.1,4
8.1,0.25,0.34,10.1,0.05,121,0.99724,0.49,10.1,6
5.9,0.19,0.26,7.4,0.034,123,0.995,0.42,10.1,6
7.5,0.24,0.29,1.1,0.046,84,0.9902,0.39,11.45,6
7.1,0.44,0.27,8.4,0.057,160,0.99257,0.36,11.8,6
7,0.19,0.23,5.7,0.123,104,0.9954,0.54,9.4,6
7.4,0.16,0.27,15.5,0.05,135,0.9984,0.43,8.7,7
7.7,0.44,0.24,11.2,0.031,167,0.9948,0.43,11.3,7
6.1,0.32,0.24,1.5,0.036,124,0.9898,0.42,12.4,7
6.6,0.32,0.26,7.7,0.054,209,0.9961,0.45,8.8,5
7.3,0.13,0.27,4.6,0.08,172,0.9938,0.39,11.1,7
6.2,0.34,0.25,12.1,0.059,171,0.99769,0.56,8.7,6
7.2,0.32,0.3,8.25,0.02,104,0.99362,0.44,11.4,6
7,0.24,0.26,1.7,0.041,110,0.99142,0.53,11,6
6.1,0.23,0.45,10.6,0.094,169,0.99699,0.54,8.8,5
6.5,0.22,0.28,3.7,0.059,151,0.99177,0.41,12.1,7
6.6,0.41,0.31,1.6,0.042,101,0.99195,0.41,10.5,5
6,0.19,0.29,1.1,0.047,152,0.9916,0.59,11.1,7
8.8,0.24,0.23,10.3,0.032,97,0.99571,0.4,10.7,6
6.8,0.31,0.42,6.9,0.046,173,0.9958,0.46,9,5
6.7,0.26,0.29,7.7,0.038,179,0.99479,0.56,10.4,6
5.9,0.21,0.23,7.9,0.033,130,0.9944,0.59,10.9,6
7.1,0.37,0.3,6.2,0.04,139,0.99021,0.27,13.6,6
5.6,0.2,0.22,1.3,0.049,155,0.99296,0.43,10,5
7.4,0.26,0.32,3.7,0.032,193,0.99134,0.67,12.5,6
6.6,0.37,0.47,6.5,0.061,150,0.9954,0.45,9.6,6
6,0.17,0.49,1,0.034,106,0.992,0.42,9.8,6
7.1,0.18,0.74,15.6,0.044,176,0.9996,0.67,9,6
7,0.14,0.4,1.7,0.035,85,0.9911,0.42,11.8,6
7.1,0.45,0.24,2.7,0.04,87,0.98862,0.38,13.4,8
6.6,0.27,0.25,3.1,0.052,188,0.9915,0.4,11.3,5
7.1,0.47,0.24,6,0.044,77,0.9956,0.56,9.7,5
7.2,0.28,0.38,2,0.052,156,0.9912,0.52,11.1,5
7.1,0.23,0.35,16.5,0.04,171,0.999,0.59,9.1,6
5.7,0.29,0.16,7.9,0.044,197,0.99512,0.36,9.4,5
6.8,0.23,0.39,16.1,0.053,194,0.9988,0.64,10.2,6
6.6,0.23,0.29,14.45,0.057,144,0.99756,0.54,10.2,6
5.1,0.29,0.28,8.3,0.026,107,0.99308,0.37,11,6
6.8,0.26,0.22,7.7,0.047,210,0.9959,0.47,9,5
5.7,0.265,0.28,6.9,0.036,150,0.99299,0.44,10.8,7
7,0.25,0.45,2.3,0.045,118,0.99064,0.48,11.9,7
6.4,0.23,0.35,10.3,0.042,140,0.9967,0.47,9.2,5
6.1,0.15,0.29,6.2,0.046,151,0.99471,0.44,10.6,6
8.6,0.23,0.46,1,0.054,72,0.9941,0.49,9.1,6
6.6,0.26,0.24,7.2,0.038,137,0.9952,0.6,10.4,6
7.1,0.25,0.31,2.3,0.05,156,0.9914,0.51,11.4,6
8.2,0.18,0.38,1.1,0.04,92,0.99062,0.6,12,6
7,0.15,0.28,14.7,0.051,149,0.99792,0.39,9,7
6.7,0.27,0.25,8,0.053,202,0.9961,0.43,9.3,5
8,0.25,0.35,1.1,0.054,136,0.99366,0.55,9.5,5
7.3,0.2,0.29,19.5,0.039,237,1.00037,0.48,9.2,6
6.9,0.27,0.49,23.5,0.057,235,1.0024,0.47,8.6,5
6.3,0.55,0.45,13,0.047,182,0.9974,0.46,9.2,6
8.2,0.37,0.27,1.7,0.028,59,0.9923,0.48,10.4,5
7.4,0.22,0.26,8.8,0.027,112,0.9931,0.41,11.4,6
8.7,0.31,0.21,5.6,0.039,67,0.99328,0.52,11,4
7.6,0.28,0.49,20.15,0.06,145,1.00196,0.44,8.5,5
7.2,0.24,0.24,1.7,0.045,161,0.99196,0.53,11.2,6
6.8,0.18,0.3,12.8,0.062,171,0.99808,0.52,9,7
6.7,0.19,0.39,1,0.032,71,0.98912,0.38,13,7
7.7,0.25,0.3,7.8,0.038,196,0.99555,0.5,10.1,5
7.1,0.18,0.39,14.5,0.051,156,0.99947,0.78,9.1,5
6.3,0.29,0.29,3.3,0.037,140,0.9895,0.36,12.8,7
7.8,0.13,0.3,1.8,0.04,179,0.9955,0.41,9,5
6,0.26,0.33,4.35,0.04,80,0.98934,0.5,12.7,6
6.9,0.2,0.3,4.7,0.041,148,0.9932,0.35,10.2,6
6.9,0.43,0.28,9.4,0.056,183,0.99594,0.43,9.4,5
8.3,0.39,0.7,10.6,0.045,169,0.9976,0.57,9.4,5
6.1,0.24,0.27,11.5,0.05,133,0.99476,0.37,10.8,6
6.6,0.31,0.28,1.4,0.035,107,0.98836,0.4,13.2,6
6.5,0.24,0.32,7.6,0.038,203,0.9958,0.54,9.7,7
6.6,0.26,0.46,7.8,0.047,186,0.9958,0.54,9.1,5
7,0.15,0.28,14.7,0.051,149,0.99792,0.39,9,7
6.9,0.21,0.33,1.4,0.056,136,0.9938,0.78,10.3,6
6.9,0.37,0.23,9.5,0.057,166,0.99568,0.42,10,5
7.8,0.26,0.31,3.6,0.025,100,0.99066,0.47,12.1,7
7.3,0.33,0.4,6.85,0.038,138,0.992,0.3,11.9,7
7.6,0.27,0.42,2.6,0.044,110,0.9912,0.51,12.7,6
6.9,0.22,0.28,7.8,0.05,116,0.99326,0.6,11.5,8
7.6,0.18,0.49,18.05,0.046,158,0.9996,0.41,9.2,5
5.6,0.19,0.31,2.7,0.027,100,0.98964,0.4,13.2,7
6.6,0.16,0.57,1.1,0.13,140,0.9927,0.39,9.3,7
5.7,0.32,0.38,4.75,0.033,94,0.991,0.42,11.8,7
6.1,0.31,0.37,8.4,0.031,170,0.9934,0.4,11.7,8
7.8,0.26,0.74,7.5,0.044,160,0.996,0.64,10,6
6.9,0.4,0.22,5.95,0.081,303,0.99705,0.57,9.4,5
7,0.24,0.3,12.3,0.035,172,0.9954,0.57,10.4,6
6.3,0.36,0.2,2,0.048,191,0.9929,0.51,9.6,5
6.9,0.29,0.41,7.8,0.046,171,0.99537,0.51,9.6,5
6.9,0.3,0.36,4.5,0.054,203,0.99513,0.57,10.4,4
5.7,0.22,0.2,16,0.044,113,0.99862,0.46,8.9,6
7.6,0.29,0.49,9.6,0.03,197,0.9938,0.38,12.3,7
7.9,0.14,0.28,1.8,0.041,178,0.9954,0.43,9.2,6
6.2,0.21,0.34,6.6,0.03,91,0.9914,0.45,12.5,7
6.2,0.25,0.42,8,0.049,206,0.99586,0.47,9.1,6
9.1,0.28,0.49,2,0.059,112,0.9958,0.46,10.1,5
6.4,0.29,0.21,9.65,0.041,119,0.99334,0.34,10.9333333333333,6
6.5,0.26,0.5,8,0.051,197,0.99536,0.47,9.5,5
6.8,0.52,0.26,5.7,0.038,130,0.99,0.27,13,7
8.1,0.2,0.4,2,0.037,87,0.9921,0.54,11.2,6
6.4,0.31,0.28,2.5,0.039,137,0.98946,0.38,12.7,6
6.8,0.32,0.3,1,0.049,113,0.99289,0.61,10.2,5
8,0.61,0.38,12.1,0.301,220,0.9993,0.48,9.2,5
6.6,0.18,0.28,1.7,0.041,161,0.99207,0.45,10.2,6
6.4,0.28,0.17,8.3,0.042,195,0.99577,0.46,9.4,5
6.9,0.31,0.32,1.2,0.024,166,0.99208,0.54,9.8,6
7.3,0.24,0.39,3.6,0.024,116,0.9928,0.51,10.9,5
5.6,0.25,0.19,2.4,0.049,166,0.992,0.43,10.4,6
6.8,0.17,0.74,2.4,0.053,182,0.9953,0.76,10.5,6
5.6,0.225,0.24,9.8,0.054,140,0.99545,0.39,10.2,6
6.1,0.22,0.38,2.8,0.144,65,0.9908,0.64,11.4,6
8.8,0.2,0.43,15,0.053,184,1.0008,0.79,8.8,6
6.3,0.25,0.44,11.6,0.041,195,0.9968,0.52,9.5,5
6.3,0.4,0.24,5.1,0.036,131,0.99186,0.44,11.3,6
8,0.25,0.49,1.2,0.061,117,0.9938,0.34,9.4,5
7.9,0.46,0.32,4.1,0.033,138,0.9912,0.44,12.8,7
6.3,0.27,0.29,12.2,0.044,196,0.99782,0.4,8.8,6
6.8,0.33,0.31,7.4,0.045,143,0.99226,0.55,12.2,6
7.1,0.21,0.4,1.2,0.069,156,0.9928,0.43,10.6,6
7.1,0.145,0.33,4.6,0.05,131,0.9942,0.4,9.6,6
6.4,0.3,0.16,7.5,0.05,191,0.9959,0.49,9,5
7.8,0.27,0.34,1.6,0.046,154,0.9927,0.45,10.5,6
6.3,0.48,0.48,1.8,0.035,96,0.99121,0.74,12.2,6
6.5,0.29,0.25,10.6,0.039,120,0.9962,0.34,10.1,6
7,0.21,0.31,6,0.046,108,0.9939,0.5,10.8,6
7.9,0.27,0.27,1.7,0.034,122,0.99088,0.51,11.9,6
6.9,0.21,0.81,1.1,0.137,123,0.9932,0.39,9.2,6
7.6,0.31,0.26,1.7,0.073,157,0.9938,0.46,9.8,5
6.8,0.25,0.34,4.7,0.031,134,0.9927,0.38,10.6,6
6.5,0.27,0.19,6.6,0.045,175,0.99364,0.34,10.1,6
6.2,0.18,0.49,4.5,0.047,90,0.9919,0.37,11.6,6
5.6,0.23,0.29,3.1,0.023,89,0.99068,0.51,11.2,6
6.7,0.3,0.45,10.6,0.032,212,0.997,0.59,9.5,6
5.9,0.18,0.28,1,0.037,88,0.99094,0.55,10.65,7
7.8,0.29,0.33,8.75,0.035,181,0.9962,0.46,10.7,5
7.5,0.2,0.41,1.2,0.05,131,0.99133,0.52,11.1,5
6.4,0.25,0.57,1,0.062,122,0.99238,0.4,9.5,5
6.2,0.36,0.14,8.9,0.036,155,0.99622,0.5,9.4,5
6.7,0.17,0.37,2,0.039,125,0.9922,0.6,10.8,7
7.4,0.25,0.36,13.2,0.067,178,0.9976,0.48,9,6
6.4,0.28,0.41,6.8,0.045,216,0.9952,0.46,9.4,5
7.7,0.16,0.49,2,0.056,124,0.9948,0.49,10.7,6
7.6,0.35,0.47,13.3,0.037,116,0.99822,0.5,9.2,5
6.7,0.16,0.32,12.5,0.035,156,0.99666,0.36,9,6
7.4,0.31,0.26,8.6,0.048,206,0.9964,0.36,9.1,5
6.1,0.19,0.37,2.6,0.041,99,0.99153,0.5,10.9,6
7.7,0.27,0.34,1.8,0.028,168,0.9911,0.48,12.1,7
7.1,0.37,0.3,6.2,0.04,139,0.99021,0.27,13.6,6
6.9,0.33,0.31,4.2,0.04,93,0.9896,0.48,13.4,7
6.8,0.24,0.4,1.8,0.047,105,0.99,0.49,12.8,8
6.6,0.39,0.38,9.7,0.053,226,0.99787,0.57,9.4,6
7.8,0.16,0.41,1.7,0.026,140,0.991,0.78,12.5,6
5.9,0.23,0.28,8.6,0.046,142,0.99432,0.53,10.6,6
7.5,0.24,0.49,9.4,0.048,149,0.9962,0.59,10.5,7
6.7,0.22,0.39,10.2,0.038,149,0.99725,0.54,10,7
7.1,0.25,0.3,2.4,0.042,122,0.994,0.61,10.5,6
6,0.26,0.29,3.1,0.041,144,0.98944,0.39,12.8,7
7,0.23,0.35,1.4,0.036,113,0.9912,0.48,10.8,7
7,0.28,0.33,14.6,0.043,168,0.9994,0.67,8.8,6
6.7,0.22,0.33,1.2,0.036,86,0.99058,0.76,11.4,6
7.2,0.23,0.38,14.3,0.058,194,0.9979,0.44,9,6
7.3,0.36,0.34,14.8,0.057,173,0.99751,0.57,10.2,5
7.1,0.26,0.32,16.2,0.044,170,0.99644,0.37,11.2,5
6.3,0.3,0.91,8.2,0.034,199,0.99394,0.49,11.7,6
5.8,0.28,0.3,3.9,0.026,105,0.98963,0.58,12.75,6
7.9,0.29,0.31,7.35,0.034,154,0.9938,0.31,10.8,5
5.7,0.4,0.35,5.1,0.026,113,0.99052,0.67,12.4,6
6.3,0.695,0.55,12.9,0.056,252,0.99806,0.49,8.7,5
6.9,0.23,0.34,2.7,0.032,121,0.9902,0.38,12.4,7
6.1,0.16,0.37,1.1,0.031,97,0.9922,0.58,10.5,6
7.4,0.2,0.29,1.7,0.047,100,0.99243,0.45,10.6,6
5.9,0.42,0.36,2.4,0.034,77,0.99184,0.48,10.9,5
6.3,0.22,0.33,1.7,0.041,164,0.9928,0.56,10.4,6
6.8,0.21,0.31,2.9,0.046,121,0.9913,0.65,10.9,7
6,0.24,0.34,1,0.036,184,0.99097,0.44,11.45,6
6,0.28,0.25,1.8,0.042,108,0.9929,0.55,9,5
8.3,0.2,0.74,4.45,0.044,130,0.9924,0.42,12.2,6
6.3,0.48,0.04,1.1,0.046,99,0.9928,0.36,9.6,6
6.4,0.32,0.25,5,0.055,138,0.99171,0.5,12.4,8
8,0.22,0.42,14.6,0.044,163,1.0003,0.69,8.6,7
7,0.36,0.25,5.7,0.015,73,0.98963,0.59,13.2,6
6.6,0.54,0.21,16.3,0.055,182,0.9986,0.54,10.4,6
6.7,0.3,0.5,12.1,0.045,127,0.9974,0.53,8.9,6
8,0.59,0.71,17.35,0.038,228,1,0.75,9.3,5
6,0.33,0.27,0.8,0.185,188,0.9924,0.62,9.4,5
8.6,0.55,0.35,15.55,0.057,366.5,1.0001,0.63,11,3
7.1,0.34,0.32,2,0.051,130,0.99354,0.5,10.4,6
5.8,0.315,0.27,1.55,0.026,70,0.98994,0.4,11.9,8
9,0.43,0.3,1.5,0.05,175,0.9951,0.45,9.7,4
6.9,0.24,0.4,15.4,0.052,198,0.9986,0.69,9.4,5
9.2,0.25,0.34,1.2,0.026,93,0.9916,0.37,11.3,7
6.4,0.25,0.3,5.5,0.038,129,0.9948,0.49,9.6,6
6.9,0.23,0.33,12.8,0.056,169,0.998,0.42,9.8,6
5.7,0.36,0.34,4.2,0.026,77,0.9907,0.45,11.9,6
7,0.44,0.24,12.1,0.056,210,0.99718,0.5,9.5,5
6.7,0.33,0.34,7.5,0.036,124,0.99123,0.32,12.4,8
5.1,0.52,0.06,2.7,0.052,79,0.9932,0.43,9.3,5
8.8,0.36,0.44,1.9,0.04,121,0.9953,0.48,9.9,6
6.3,0.3,0.91,8.2,0.034,199,0.99394,0.49,11.7,6
6.3,0.18,0.36,1.2,0.034,111,0.99074,0.51,11,6
8.3,0.22,0.38,14.8,0.054,126,1.0002,0.5,9.7,5
6.5,0.15,0.44,12.6,0.052,158,0.99688,0.7,10.3,7
7.4,0.27,0.26,11.8,0.053,173,0.99699,0.6,9.8,5
7.7,0.39,0.28,4.9,0.035,109,0.9918,0.58,12.2,7
6.6,0.32,0.41,7.2,0.048,178,0.99537,0.46,9.4,5
6.8,0.19,0.58,14.2,0.038,164,0.9975,0.48,9.6,6
9.1,0.28,0.49,2,0.059,112,0.9958,0.46,10.1,5
6.4,0.42,0.46,8.4,0.05,180,0.99495,0.46,9.7,6
6.3,0.27,0.25,5.8,0.038,155,0.995,0.38,9.4,6
7.3,0.37,0.16,14.9,0.048,240,0.99902,0.45,8.9,5
7.4,0.24,0.42,14,0.066,198,0.9979,0.42,8.9,6
6.1,0.22,0.31,1.4,0.039,129,0.99193,0.59,10.9,5
6,0.24,0.41,1.3,0.036,118,0.99018,0.64,11.75,6
7.6,0.31,0.27,8.8,0.021,156,0.99442,0.38,11,7
6.4,0.29,0.57,1,0.06,120,0.9924,0.41,9.5,5
6,0.31,0.38,4.8,0.04,101,0.98968,0.56,13.1,6
7.2,0.23,0.19,13.7,0.052,197,0.99865,0.53,9,5
5.3,0.43,0.11,1.1,0.029,51,0.99076,0.48,11.2,4
7.1,0.28,0.44,1.8,0.032,107,0.9907,0.48,12.2,7
6.7,0.21,0.48,14.8,0.05,195,0.99942,0.75,8.8,6
6.9,0.3,0.3,1.3,0.053,186,0.99361,0.54,9.9,4
5.8,0.33,0.2,16.05,0.047,166,0.9976,0.46,8.9,5
7.2,0.31,0.26,7.3,0.05,157,0.99625,0.43,9,5
6.4,0.15,0.29,1.8,0.044,115,0.99166,0.38,10.2,5
7.4,0.19,0.3,12.8,0.053,229,0.9986,0.49,9.1,7
6.1,0.36,0.27,2.1,0.035,100,0.9917,0.71,11.5,7
5.4,0.415,0.19,1.6,0.039,88,0.99265,0.41,10,7
7.9,0.37,0.3,2.7,0.029,158,0.9916,0.59,12,7
7.4,0.33,0.26,15.6,0.049,210,0.99907,0.68,9.5,5
6.6,0.28,0.42,8.2,0.044,196,0.99562,0.48,9.4,5
7.6,0.29,0.42,1.3,0.035,86,0.9908,0.39,11.3,5
6.7,0.4,0.22,8.8,0.052,113,0.99576,0.45,9.4,5
8,0.27,0.24,1.2,0.044,102,0.9929,0.42,10.9,5
6.4,0.105,0.29,1.1,0.035,140,0.99142,0.55,10.7,7
8.5,0.56,0.74,17.85,0.051,243,1.0005,0.7,9.2,5
7.4,0.49,0.24,15.1,0.03,153,0.9953,0.51,12,7
7.8,0.17,0.5,1.3,0.045,140,0.9904,0.4,12,6
7,0.18,0.26,1.4,0.044,89,0.99256,0.48,10.7,7
5.9,0.26,0.4,1.3,0.047,139,0.9945,0.53,10.4,5
7.6,0.31,0.27,5.8,0.036,109,0.99399,0.54,11,6
5.7,0.28,0.28,2.2,0.019,65,0.9902,0.52,11.2,6
3.8,0.31,0.02,11.1,0.036,114,0.99248,0.44,12.4,6
6.7,0.24,0.26,12.6,0.053,182,0.99802,0.42,9.7,5
6.9,0.29,0.32,5.8,0.04,112,0.993,0.58,11.2,5
7,0.36,0.35,2.5,0.048,161,0.99146,0.56,11.1,6
7.5,0.19,0.4,7.1,0.056,110,0.9954,0.52,9.9,6
6.7,0.23,0.17,1.3,0.061,100,0.9925,0.55,9.5,5
6.8,0.21,0.27,18.15,0.042,146,1.0001,0.36,8.7,5
5.9,0.12,0.27,4.8,0.03,110,0.99226,0.68,12.1,6
7,0.16,0.3,2.6,0.043,90,0.99047,0.47,11.2,6
6.6,0.35,0.19,10.5,0.06,82,0.99588,0.38,9.9,4
5.7,0.45,0.42,1.1,0.051,197,0.9932,0.4,9,5
5.6,0.12,0.33,2.9,0.044,73,0.98896,0.32,12.9,8
5.8,0.24,0.26,10.05,0.039,162,0.99375,0.5,11.2,6
6.7,0.24,0.41,9.4,0.04,166,0.9954,0.61,9.9,6
6.6,0.55,0.01,2.7,0.034,122,0.9906,0.3,11.9,5
7.7,0.29,0.48,2.3,0.049,178,0.9931,0.64,10.6,6
6.2,0.76,0.01,3.2,0.041,120,0.99026,0.94,13.7,7
7.6,0.17,0.36,4.5,0.042,102,0.99427,0.47,9.5,5
5.6,0.34,0.1,1.3,0.031,68,0.9906,0.51,11.2,7
7.2,0.39,0.54,1.4,0.157,132,0.99449,0.53,9,6
6,0.16,0.36,1.6,0.042,61,0.99143,0.54,10.8,6
7.5,0.24,0.62,10.6,0.045,153,0.99779,0.44,8.8,5
5.7,0.31,0.28,4.1,0.03,86,0.99062,0.38,11.7,7
6.7,0.13,0.28,1.2,0.046,140,0.9927,0.33,10.1,7
6.4,0.32,0.23,16.2,0.055,176,0.9986,0.54,9.1,5
6.9,0.3,0.36,0.9,0.037,156,0.98968,0.36,12.1,6
6.5,0.27,0.19,6.6,0.045,175,0.99364,0.34,10.1,6
7.5,0.42,0.19,6.9,0.041,150,0.99508,0.37,10,6
