"","Order","PID","MS.SubClass","MS.Zoning","Lot.Frontage","Lot.Area","Street","Alley","Lot.Shape","Land.Contour","Utilities","Lot.Config","Land.Slope","Neighborhood","Condition.1","Condition.2","Bldg.Type","House.Style","Overall.Qual","Overall.Cond","Year.Built","Year.Remod.Add","Roof.Style","Roof.Matl","Exterior.1st","Exterior.2nd","Mas.Vnr.Type","Mas.Vnr.Area","Exter.Qual","Exter.Cond","Foundation","Bsmt.Qual","Bsmt.Cond","Bsmt.Exposure","BsmtFin.Type.1","BsmtFin.SF.1","BsmtFin.Type.2","BsmtFin.SF.2","Bsmt.Unf.SF","Total.Bsmt.SF","Heating","Heating.QC","Central.Air","Electrical","X1st.Flr.SF","X2nd.Flr.SF","Low.Qual.Fin.SF","Gr.Liv.Area","Bsmt.Full.Bath","Bsmt.Half.Bath","Full.Bath","Half.Bath","Bedroom.AbvGr","Kitchen.AbvGr","Kitchen.Qual","TotRms.AbvGrd","Functional","Fireplaces","Fireplace.Qu","Garage.Type","Garage.Yr.Blt","Garage.Finish","Garage.Cars","Garage.Area","Garage.Qual","Garage.Cond","Paved.Drive","Wood.Deck.SF","Open.Porch.SF","Enclosed.Porch","X3Ssn.Porch","Screen.Porch","Pool.Area","Pool.QC","Fence","Misc.Feature","Misc.Val","Mo.Sold","Yr.Sold","Sale.Type","Sale.Condition","SalePrice"
"140",140,535152050,20,"RL",70,8197,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",7,5,2003,2009,"Gable","CompShg","VinylSd","VinylSd","BrkFace",506,"Gd","TA","PConc","Gd","TA","No","GLQ",1188,"Unf",0,292,1480,"GasA","Ex","Y","SBrkr",1480,0,0,1480,1,0,2,0,3,1,"Gd",7,"Typ",0,NA,"Attchd",2003,"RFn",2,620,"TA","TA","Y",252,73,0,0,0,0,NA,"MnPrv","Shed",300,2,2010,"WD ","Normal",214000
"143",143,535152250,20,"RL",70,8400,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1957,1957,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","Rec",922,"Unf",0,392,1314,"GasA","TA","Y","SBrkr",1314,0,0,1314,1,0,1,0,3,1,"TA",5,"Typ",0,NA,"Attchd",1957,"RFn",1,294,"TA","TA","Y",250,0,0,0,0,0,NA,NA,NA,0,6,2010,"WD ","Normal",145000
"145",145,535154050,20,"RL",NA,12160,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1959,1959,"Hip","CompShg","Plywood","Plywood","BrkFace",180,"TA","TA","CBlock","TA","TA","No","Rec",1000,"Unf",0,188,1188,"GasA","Fa","Y","SBrkr",1188,0,0,1188,1,0,1,0,3,1,"TA",6,"Typ",0,NA,"Attchd",1959,"RFn",2,531,"TA","TA","Y",0,0,0,0,0,0,NA,"MnPrv",NA,0,5,2010,"COD","Abnorml",142000
"151",151,535302200,20,"RL",119,10895,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1955,1955,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","Rec",648,"Unf",0,324,972,"GasA","TA","Y","SBrkr",972,0,0,972,0,0,1,0,3,1,"TA",5,"Typ",0,NA,"Attchd",1955,"Unf",1,305,"TA","TA","Y",0,0,205,0,0,0,NA,"GdWo",NA,0,6,2010,"WD ","Normal",122500
"155",155,535327140,20,"RL",60,7200,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1955,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","Slab",NA,NA,NA,NA,0,NA,0,0,0,"GasA","Ex","Y","SBrkr",827,0,0,827,0,0,1,0,2,1,"TA",5,"Mod",1,"Po","Detchd",1967,"Unf",1,392,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,4,2010,"WD ","Normal",107500
"157",157,535350040,20,"RL",74,5868,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1956,2000,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",248,"Rec",240,448,936,"GasA","Ex","Y","SBrkr",936,0,0,936,1,0,1,0,2,1,"TA",4,"Typ",0,NA,"Attchd",1956,"Fin",1,308,"TA","TA","Y",0,0,80,0,160,0,NA,NA,NA,0,5,2010,"WD ","Normal",129000
"159",159,535377090,90,"RL",64,6979,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","Duplex","SFoyer",6,5,1980,1980,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","GLQ",1056,"Unf",0,0,1056,"GasA","Gd","Y","SBrkr",1056,0,0,1056,2,0,0,0,0,2,"TA",4,"Typ",0,NA,"Detchd",1980,"Unf",2,576,"TA","TA","Y",264,56,0,0,0,0,NA,"GdPrv","Shed",600,6,2010,"WD ","Normal",144000
"161",161,535425010,80,"RL",96,11275,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","NAmes","PosN","Norm","1Fam","SLvl",7,7,1967,2007,"Mansard","WdShake","Wd Sdng","Wd Sdng","BrkFace",300,"Gd","Gd","CBlock","Gd","TA","No","Unf",0,"Unf",0,710,710,"GasA","Ex","Y","SBrkr",1898,1080,0,2978,0,0,2,1,5,1,"Gd",11,"Typ",1,"Gd","BuiltIn",1961,"Fin",2,564,"TA","TA","Y",240,0,0,0,0,0,NA,NA,NA,0,6,2010,"WD ","Normal",242000
"164",164,535454070,50,"RL",71,8520,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","NAmes","Artery","Norm","1Fam","1.5Fin",5,4,1952,1952,"Gable","CompShg","BrkFace","Wd Sdng","None",0,"TA","Fa","CBlock","TA","TA","No","Rec",507,"Unf",0,403,910,"GasA","Fa","Y","SBrkr",910,475,0,1385,0,0,2,0,4,1,"TA",6,"Typ",0,NA,"Detchd",2000,"Unf",2,720,"TA","TA","Y",0,0,0,0,0,0,NA,"MnPrv",NA,0,6,2010,"WD ","Normal",166000
"166",166,535457010,20,"RL",87,10000,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,1962,1962,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",261,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1116,1116,"GasA","TA","Y","SBrkr",1116,0,0,1116,0,0,1,1,3,1,"TA",5,"Typ",0,NA,"Attchd",1962,"Unf",2,440,"TA","TA","Y",0,0,0,0,385,0,NA,NA,NA,0,2,2010,"WD ","Normal",160000
"167",167,535457090,20,"RL",81,7635,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1960,1960,"Gable","CompShg","BrkFace","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Rec",588,"LwQ",350,237,1175,"GasA","Ex","Y","SBrkr",1175,0,0,1175,0,0,1,1,3,1,"TA",6,"Typ",0,NA,"Detchd",1960,"RFn",2,484,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,6,2010,"WD ","Normal",148000
"168",168,535476350,20,"RL",80,9760,"Pave",NA,"Reg","Lvl","AllPub","Inside","Mod","NAmes","Norm","Norm","1Fam","1Story",6,7,1963,1984,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",218,"TA","TA","CBlock","TA","TA","Gd","BLQ",717,"LwQ",263,415,1395,"GasA","TA","Y","SBrkr",1395,0,0,1395,1,0,1,0,2,1,"TA",7,"Min1",1,"TA","Attchd",1963,"RFn",2,440,"TA","TA","Y",657,0,113,0,240,0,NA,NA,NA,0,5,2010,"WD ","Normal",192000
"171",171,902104060,50,"RM",55,8800,"Pave","Grvl","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",4,7,1910,2004,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","Fa","No","Unf",0,"Unf",0,576,576,"GasA","Gd","Y","SBrkr",792,348,0,1140,0,0,1,0,3,1,"TA",7,"Min2",0,NA,NA,NA,NA,0,0,NA,NA,"N",0,160,0,0,0,0,NA,NA,NA,0,6,2010,"WD ","Normal",96500
"174",174,902110090,20,"RM",69,5805,"Pave","Grvl","Reg","Bnk","AllPub","Inside","Mod","OldTown","Norm","Norm","1Fam","1Story",5,7,1957,1957,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","Mn","BLQ",274,"Rec",1073,0,1347,"GasA","Gd","Y","SBrkr",1347,0,0,1347,1,1,1,0,3,1,"Gd",6,"Typ",0,NA,"Detchd",1957,"Unf",2,551,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,6,2010,"WD ","Normal",143000
"176",176,902125160,30,"RM",47,4608,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","OldTown","Artery","Norm","1Fam","1Story",4,6,1945,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","Unf",0,"Unf",0,747,747,"GasA","TA","Y","SBrkr",747,0,0,747,0,0,1,0,2,1,"TA",4,"Typ",0,NA,"Attchd",1945,"Unf",1,220,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,6,2010,"WD ","Normal",80000
"184",184,902305110,70,"RM",60,9600,"Pave","Grvl","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","2Story",8,9,1900,2003,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","Gd","BrkTil","TA","TA","No","Unf",0,"Unf",0,930,930,"GasW","TA","N","SBrkr",930,636,0,1566,0,0,2,0,3,1,"Gd",7,"Typ",0,NA,"Detchd",1930,"Unf",1,288,"TA","TA","Y",54,228,246,0,0,0,NA,NA,NA,0,4,2010,"WD ","Abnorml",150000
"189",189,902402130,70,"RM",60,7740,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",4,7,1910,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","Fa","TA","No","Unf",0,"Unf",0,622,622,"GasA","Gd","Y","SBrkr",741,622,0,1363,0,0,1,0,3,1,"TA",6,"Typ",0,NA,"Detchd",1966,"Unf",2,528,"TA","TA","Y",0,0,0,0,168,0,NA,NA,NA,0,6,2010,"WD ","Normal",125500
"195",195,903226160,50,"RM",50,6000,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",6,7,1939,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","Gd","No","BLQ",452,"LwQ",12,144,608,"GasA","TA","Y","SBrkr",608,524,0,1132,1,0,1,0,2,1,"TA",5,"Typ",0,NA,"Detchd",1939,"Unf",1,240,"TA","TA","Y",0,0,128,0,0,0,NA,"MnPrv",NA,0,4,2010,"WD ","Abnorml",134000
"198",198,903228150,50,"RM",50,6000,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",6,7,1948,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Rec",300,"Unf",0,480,780,"GasA","TA","Y","SBrkr",780,636,0,1416,0,0,1,1,3,1,"TA",6,"Typ",0,NA,"Detchd",1948,"Unf",1,312,"TA","TA","P",221,0,48,0,0,0,NA,NA,NA,0,3,2010,"WD ","Normal",139900
"199",199,903232190,50,"RM",52,6240,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",5,7,1936,1980,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","Fa","No","Rec",276,"Unf",0,252,528,"GasA","Gd","Y","SBrkr",548,492,0,1040,0,0,1,0,2,1,"TA",5,"Typ",0,NA,"Detchd",1979,"Fin",2,624,"TA","TA","P",306,0,32,0,0,0,NA,NA,NA,0,5,2010,"WD ","Normal",123900
"203",203,903426180,50,"RM",57,8094,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",4,5,1915,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Fa","CBlock","TA","TA","No","Unf",0,"Unf",0,888,888,"GasA","Ex","Y","SBrkr",888,1074,0,1962,0,0,1,1,4,1,"TA",9,"Typ",1,"TA","Detchd",1915,"Unf",2,572,"TA","TA","Y",160,0,364,0,0,0,NA,"GdPrv",NA,0,6,2010,"WD ","Normal",149500
"204",204,903426200,70,"RM",60,12900,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",6,8,1912,2009,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","Gd","PConc","TA","TA","No","Unf",0,"Unf",0,780,780,"GasA","Ex","Y","SBrkr",780,780,0,1560,0,0,1,1,3,1,"Gd",7,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"N",344,0,0,0,168,0,NA,NA,NA,0,5,2010,"WD ","Normal",159900
"205",205,903430080,70,"RM",52,3068,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",6,8,1920,1993,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","BrkTil","TA","TA","No","Unf",0,"Unf",0,662,662,"GasA","Ex","Y","SBrkr",662,662,0,1324,0,1,1,0,3,1,"TA",6,"Typ",0,NA,"Detchd",1920,"Unf",1,180,"TA","TA","Y",0,0,112,0,0,0,NA,"GdPrv",NA,0,2,2010,"WD ","Normal",122000
"208",208,903476030,190,"RM",76,7630,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","OldTown","Feedr","Norm","2fmCon","2Story",5,9,1900,1996,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Gd","BrkTil","Gd","TA","No","Unf",0,"Unf",0,360,360,"GasA","Gd","Y","SBrkr",1032,780,0,1812,0,0,2,0,4,2,"Gd",8,"Typ",1,"Po","Detchd",1999,"Unf",2,672,"TA","TA","N",344,0,40,0,0,0,NA,"MnPrv",NA,0,5,2010,"WD ","Normal",140000
"216",216,905101100,50,"RL",54,6342,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Feedr","Norm","1Fam","1.5Fin",5,8,1875,1996,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","CBlock","TA","TA","No","Unf",0,"Unf",0,780,780,"GasA","Gd","N","SBrkr",780,240,0,1020,0,0,1,0,2,1,"TA",6,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"N",0,0,176,0,0,0,NA,NA,NA,0,5,2010,"WD ","Normal",94000
"220",220,905103060,20,"RL",NA,11341,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,6,1957,1996,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",180,"TA","TA","CBlock","Gd","TA","No","ALQ",1302,"Unf",0,90,1392,"GasA","TA","Y","SBrkr",1392,0,0,1392,1,0,1,1,3,1,"TA",5,"Mod",1,"Gd","Detchd",1957,"Unf",2,528,"TA","TA","Y",0,0,0,0,95,0,NA,NA,NA,0,5,2010,"WD ","Normal",121500
"222",222,905105070,20,"RL",NA,8246,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,8,1968,2001,"Gable","CompShg","Plywood","Plywood","None",0,"TA","Gd","CBlock","TA","TA","Mn","Rec",188,"ALQ",668,204,1060,"GasA","Ex","Y","SBrkr",1060,0,0,1060,1,0,1,0,3,1,"Gd",6,"Typ",1,"TA","Attchd",1968,"Unf",1,270,"TA","TA","Y",406,90,0,0,0,0,NA,"MnPrv",NA,0,5,2010,"WD ","Normal",154000
"227",227,905107250,60,"RL",86,11227,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","2Story",5,5,1968,1968,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","Gd","CBlock","TA","Gd","No","Rec",267,"ALQ",453,0,720,"GasA","Ex","Y","SBrkr",720,720,0,1440,0,0,1,1,4,1,"TA",7,"Typ",2,"TA","Attchd",1968,"Unf",2,480,"TA","TA","Y",192,38,0,0,0,0,NA,"MnPrv",NA,0,3,2010,"WD ","Normal",163000
"229",229,905109130,60,"RL",80,14000,"Pave",NA,"Reg","Lvl","AllPub","Inside","Mod","ClearCr","Norm","Norm","1Fam","2Story",7,5,1996,1997,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","TA","PConc","Ex","TA","Gd","GLQ",1201,"Unf",0,105,1306,"GasA","Ex","Y","SBrkr",1306,954,0,2260,1,0,2,1,3,1,"Gd",7,"Typ",0,NA,"Attchd",1996,"RFn",2,533,"TA","TA","Y",296,44,0,0,0,0,NA,NA,NA,0,4,2010,"WD ","Normal",328000
"231",231,905201030,30,"RL",94,9259,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","Sawyer","Feedr","Norm","1Fam","1Story",4,4,1927,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","Fa","TA","No","Unf",0,"Unf",0,660,660,"GasA","TA","N","SBrkr",756,0,0,756,0,0,1,0,2,1,"TA",4,"Typ",0,NA,"Detchd",1945,"Unf",2,440,"TA","TA","N",80,0,0,0,0,0,NA,NA,NA,0,6,2010,"WD ","Normal",85000
"234",234,905352140,60,"RL",NA,17082,"Pave",NA,"IR1","Low","AllPub","CulDSac","Mod","ClearCr","Norm","Norm","1Fam","2Story",6,5,1978,1992,"Gable","CompShg","VinylSd","VinylSd","BrkFace",288,"TA","TA","PConc","Gd","TA","Av","ALQ",964,"Unf",0,153,1117,"GasA","Ex","Y","SBrkr",1117,864,0,1981,1,0,2,1,4,1,"Gd",8,"Typ",1,"TA","Attchd",1978,"Fin",2,522,"TA","TA","Y",336,104,0,0,0,0,NA,NA,NA,0,5,2010,"WD ","Normal",230000
"240",240,905452160,20,"RL",75,9525,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,7,1954,1998,"Gable","CompShg","WdShing","Wd Shng","None",0,"TA","TA","CBlock","TA","TA","Av","BLQ",954,"Unf",0,218,1172,"GasA","TA","Y","SBrkr",1172,0,0,1172,1,0,1,0,3,1,"TA",5,"Typ",0,NA,"Attchd",1954,"Fin",1,366,"TA","TA","Y",240,0,0,0,0,0,NA,NA,NA,0,6,2010,"WD ","Normal",128000
"249",249,906225210,85,"RL",73,9069,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","SFoyer",6,6,1992,1992,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","PConc","Gd","TA","Av","GLQ",747,"Unf",0,189,936,"GasA","Ex","Y","SBrkr",996,0,0,996,1,0,1,0,2,1,"Gd",5,"Typ",0,NA,"Attchd",1992,"Unf",2,564,"TA","TA","Y",120,0,0,0,0,0,NA,NA,NA,0,4,2010,"WD ","Normal",147000
"258",258,907180050,60,"RL",NA,9337,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,1997,1998,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","ALQ",353,"Unf",0,525,878,"GasA","Ex","Y","SBrkr",892,800,0,1692,0,0,2,1,3,1,"TA",8,"Typ",1,"TA","Attchd",1997,"RFn",2,513,"TA","TA","Y",0,39,0,0,0,0,NA,NA,NA,0,4,2010,"WD ","Normal",191000
"265",265,907252120,20,"RL",NA,11423,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",8,5,2001,2002,"Gable","CompShg","VinylSd","VinylSd","BrkFace",479,"Gd","TA","PConc","Gd","TA","Av","GLQ",1358,"Unf",0,223,1581,"GasA","Ex","Y","SBrkr",1601,0,0,1601,1,0,2,0,3,1,"Gd",6,"Typ",1,"TA","Attchd",2001,"RFn",2,670,"TA","TA","Y",180,0,0,0,0,0,NA,"MnPrv","Shed",2000,5,2010,"WD ","Normal",272000
"271",271,907401090,20,"RL",48,10635,"Pave",NA,"IR2","Lvl","AllPub","FR2","Gtl","CollgCr","Norm","Norm","1Fam","1Story",8,5,2003,2003,"Hip","CompShg","VinylSd","VinylSd","BrkFace",171,"Gd","TA","PConc","Gd","TA","Av","BLQ",370,"GLQ",972,315,1657,"GasA","Ex","Y","SBrkr",1668,0,0,1668,1,0,2,0,3,1,"Gd",8,"Typ",1,"TA","Attchd",2003,"Fin",2,502,"TA","TA","Y",0,262,0,0,0,0,NA,NA,NA,0,5,2010,"WD ","Normal",232000
"275",275,908102110,20,"RL",68,8842,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,6,1954,1954,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","CBlock","Fa","TA","No","Unf",0,"Unf",0,381,381,"GasA","Ex","Y","SBrkr",992,0,0,992,0,0,1,0,3,1,"TA",6,"Typ",0,NA,"Detchd",1954,"Unf",1,319,"TA","TA","Y",60,0,56,0,0,0,NA,"MnPrv",NA,0,1,2010,"Oth","Abnorml",155891
"277",277,908102170,20,"RL",60,10044,"Pave",NA,"IR1","Low","AllPub","CulDSac","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,6,1968,1968,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","Gd","TA","Gd","ALQ",1070,"Unf",0,126,1196,"GasA","TA","Y","SBrkr",1196,0,0,1196,1,0,1,0,3,1,"TA",6,"Typ",0,NA,"Attchd",1968,"RFn",1,336,"TA","TA","Y",257,0,168,0,0,0,NA,"MnPrv",NA,0,6,2010,"WD ","Normal",144000
"278",278,908102300,50,"RL",89,11792,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",4,5,1948,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,744,744,"GasA","Ex","N","FuseF",792,328,0,1120,0,0,1,0,2,1,"Fa",5,"Typ",0,NA,"Detchd",1956,"Unf",2,480,"TA","Fa","P",0,0,0,0,160,0,NA,NA,NA,0,6,2010,"WD ","Abnorml",64000
"289",289,909176140,50,"RL",50,5000,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","SWISU","Norm","Norm","1Fam","1.5Fin",5,6,1924,1950,"Gable","CompShg","BrkFace","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","LwQ",218,"Unf",0,808,1026,"GasA","TA","Y","SBrkr",1026,665,0,1691,0,0,2,0,3,1,"Gd",6,"Typ",1,"Gd","Detchd",1924,"Unf",1,308,"TA","TA","Y",0,0,242,0,0,0,NA,NA,NA,0,5,2010,"WD ","Normal",127000
"290",290,909176150,30,"RL",NA,7890,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","SWISU","Norm","Norm","1Fam","1Story",6,6,1939,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Rec",238,"Unf",0,618,856,"GasA","TA","Y","SBrkr",856,0,0,856,1,0,1,0,2,1,"TA",4,"Typ",1,"Gd","Detchd",1939,"Unf",2,399,"TA","TA","Y",0,0,0,0,166,0,NA,NA,NA,0,3,2010,"WD ","Normal",126000
"292",292,909250030,50,"RL",51,9839,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","SWISU","Feedr","Norm","1Fam","1.5Fin",5,2,1931,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","TA","Fa","No","Unf",0,"Unf",0,894,894,"GasA","Ex","Y","SBrkr",894,772,0,1666,1,0,1,0,3,1,"TA",7,"Typ",1,"Gd",NA,NA,NA,0,0,NA,NA,"N",0,156,0,0,0,0,NA,NA,NA,0,5,2010,"WD ","Normal",100000
"295",295,909426080,90,"RL",78,15600,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","Duplex","2Story",5,6,1950,1991,"Gable","CompShg","VinylSd","VinylSd","BrkFace",430,"TA","Gd","CBlock","TA","TA","No","ALQ",375,"Unf",0,657,1032,"GasA","Ex","Y","SBrkr",1102,1075,0,2177,0,0,2,1,5,2,"TA",11,"Typ",0,NA,"Detchd",1950,"Unf",2,484,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,3,2010,"WD ","Normal",215000
"296",296,909427230,70,"RL",66,9042,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","2Story",7,9,1941,2006,"Gable","CompShg","CemntBd","CmentBd","None",0,"Ex","Gd","Stone","TA","Gd","No","GLQ",275,"Unf",0,877,1152,"GasA","Ex","Y","SBrkr",1188,1152,0,2340,0,0,2,0,4,1,"Gd",9,"Typ",2,"Gd","Attchd",1941,"RFn",1,252,"TA","TA","Y",0,60,0,0,0,0,NA,"GdPrv","Shed",2500,5,2010,"WD ","Normal",266500
"298",298,909452114,80,"RL",85,19645,"Pave",NA,"IR1","Lvl","AllPub","FR2","Gtl","Crawfor","Norm","Norm","1Fam","SLvl",7,6,1994,2007,"Gable","CompShg","VinylSd","VinylSd","BrkFace",44,"TA","TA","PConc","Gd","TA","No","GLQ",343,"Unf",0,80,423,"GasA","Ex","Y","SBrkr",896,756,0,1652,1,0,2,1,3,1,"Gd",6,"Typ",0,NA,"BuiltIn",1994,"RFn",2,473,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,6,2010,"WD ","Normal",203135
"304",304,910205120,50,"RM",50,9140,"Pave",NA,"Reg","HLS","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",6,5,1921,1975,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","Mn","BLQ",308,"Unf",0,321,629,"GasA","Fa","Y","SBrkr",727,380,0,1107,0,0,1,0,2,1,"TA",5,"Typ",0,NA,"Detchd",1950,"Unf",1,625,"TA","TA","Y",0,56,0,0,200,0,NA,"MnPrv",NA,0,4,2010,"COD","Normal",110000
"306",306,911202100,50,"C (all)",66,8712,"Pave","Pave","Reg","HLS","AllPub","Inside","Mod","IDOTRR","Norm","Norm","1Fam","1.5Fin",4,7,1900,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","Stone","TA","TA","Mn","Unf",0,"Unf",0,859,859,"GasA","Gd","Y","SBrkr",859,319,0,1178,0,0,1,0,2,1,"TA",7,"Typ",0,NA,"Detchd",1964,"RFn",1,384,"TA","TA","N",68,0,98,0,0,0,NA,NA,NA,0,1,2010,"WD ","Abnorml",102776
