"tartaric_acid","acetic_acid","citric_acid","residual_sugar","sodium_chloride","free_sulfur_dioxide","total_sulfur_dioxide","density","pH","potassium_sulphate","alcohol","quality"
7.1,0.23,0.23,3.5,0.038,23,112,0.99157,3.05,0.37,11.3666666666667,6
6.1,0.26,0.28,1.7,0.043,24,98,0.98918,3.14,0.44,12.5,6
6.1,0.34,0.21,5,0.042,17,133,0.99373,3.02,0.53,9.4,5
6.5,0.13,0.27,2.6,0.035,32,76,0.9914,3.21,0.76,11.3333333333333,6
6.3,0.28,0.22,9.5,0.04,30,111,0.99338,3.05,0.31,10.8,4
7.3,0.22,0.37,15.5,0.048,70,203,0.99899,3.25,0.77,9.4,5
6.2,0.25,0.44,15.8,0.057,39,167,0.99804,3.14,0.51,9.2,5
6.4,0.18,0.28,17.05,0.047,53,139,0.99724,3.25,0.35,10.5,6
6.3,0.2,0.26,12.7,0.046,60,143,0.99526,3.26,0.35,10.8,6
7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,5
5.2,0.22,0.46,6.2,0.066,41,187,0.99362,3.19,0.42,9.73333333333333,5
5.9,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,5
6.3,0.29,0.29,3.3,0.037,32,140,0.9895,3.17,0.36,12.8,7
7.1,0.27,0.27,10.4,0.041,26,114,0.99335,3.04,0.52,11.5,7
6.3,0.305,0.22,16,0.061,26,141,0.99824,3.08,0.5,9.1,5
6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,6
6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,6
6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,6
6.2,0.22,0.28,2.2,0.04,24,125,0.9917,3.19,0.48,10.5,6
6.2,0.22,0.28,2.2,0.04,24,125,0.9917,3.19,0.48,10.5,6
6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,6
6.1,0.22,0.5,6.6,0.045,30,122,0.99415,3.22,0.49,9.9,6
6.3,0.32,0.26,12.3,0.044,24,205,0.99611,3.11,0.58,9.9,5
6.9,0.44,0.27,5,0.038,33,166,0.99124,3.2,0.42,12.2,6
6.6,0.38,0.28,2.8,0.043,17,67,0.98924,3.21,0.47,13.2,6
6.9,0.56,0.26,10.9,0.06,55,193,0.9969,3.21,0.44,9.4,5
6.5,0.29,0.3,9.15,0.051,25,166,0.99339,3.24,0.56,11.35,6
7.2,0.47,0.16,5.9,0.048,14,125,0.99428,3.09,0.49,9.8,5
6.7,0.34,0.31,16.4,0.051,20,146,0.99834,3.06,0.54,9.1,5
7.2,0.47,0.16,5.9,0.048,14,125,0.99428,3.09,0.49,9.8,5
5,0.35,0.25,7.8,0.031,24,116,0.99241,3.39,0.4,11.3,6
6.3,0.3,0.19,7.7,0.049,47,184,0.99514,3.22,0.48,9.5,5
7.1,0.42,0.2,2.8,0.038,28,109,0.98968,3.23,0.47,13.4,6
6.6,0.26,0.56,15.4,0.053,32,141,0.9981,3.11,0.49,9.3,5
6,0.2,0.38,1.3,0.034,37,104,0.98865,3.11,0.52,12.7,6
6.4,0.32,0.26,7.9,0.05,53,180,0.99514,3.14,0.5,9.6,5
5.9,0.22,0.45,22.6,0.12,55,122,0.99636,3.1,0.35,12.8,5
6.7,0.31,0.33,2,0.033,12,74,0.99064,3.29,0.65,12.5,6
6.4,0.15,0.25,7.8,0.05,13,68,0.99394,3.16,0.4,9.9,6
6.7,0.48,0.49,2.9,0.03,28,122,0.98926,3.13,0.4,13,6
5.8,0.3,0.33,3.5,0.033,25,116,0.99057,3.2,0.44,11.7,6
6.1,0.28,0.23,4.2,0.038,13,95,0.98898,2.97,0.7,13.1,6
6,0.19,0.37,9.7,0.032,17,50,0.9932,3.08,0.66,12,6
6.8,0.31,0.25,10.5,0.043,30,165,0.9972,3.36,0.55,10.55,6
5.8,0.61,0.01,8.4,0.041,31,104,0.9909,3.26,0.72,14.05,7
6.4,0.28,0.23,6,0.051,50,162,0.994,3.15,0.52,10.2,5
6.1,0.27,0.32,1.1,0.034,24,110,0.9898,3.36,0.4,12.5,6
6.8,0.4,0.29,2.8,0.044,27,97,0.9904,3.12,0.42,11.2,6
6.8,0.17,0.17,5.1,0.049,26,82,0.993,3,0.38,9.8,6
6.6,0.16,0.25,9.8,0.049,59.5,137,0.995,3.16,0.38,10,6
5.8,0.27,0.22,12.7,0.058,42,206,0.9946,3.32,0.38,12.3,6
6.4,0.37,0.19,3.5,0.068,18,101,0.9934,3.03,0.38,9,6
7.3,0.26,0.53,12.7,0.047,60.5,164.5,0.9984,3.06,0.45,9.1,6
7.3,0.28,0.54,12.9,0.049,62,152,0.9984,3.06,0.45,9.1,6
6.9,0.28,0.37,9.1,0.037,16,76,0.9948,3.05,0.54,11.1,5
6.8,0.23,0.33,1.9,0.047,20,101,0.9914,3.1,0.46,11.1,6
7,0.23,0.32,1.8,0.048,25,113,0.9915,3.11,0.47,11.1,6
6,0.23,0.34,1.3,0.025,23,111,0.98961,3.36,0.37,12.7,6
5.4,0.27,0.22,4.6,0.022,29,107,0.98889,3.33,0.54,13.8,6
5.6,0.18,0.3,10.2,0.028,28,131,0.9954,3.49,0.42,10.8,7
5.8,0.29,0.15,1.1,0.029,12,83,0.9898,3.3,0.4,11.4,6
6.8,0.32,0.23,3.3,0.026,31,99,0.9896,3.1,0.4,12.4,6
5.9,0.3,0.29,1.1,0.036,23,56,0.9904,3.19,0.38,11.3,5
6.3,0.15,0.34,11.4,0.05,25,96,0.99754,3.21,0.49,10,6
4.8,0.13,0.32,1.2,0.042,40,98,0.9898,3.42,0.64,11.8,7
6,0.2,0.26,14.7,0.045,53,125,0.998365,2.99,0.69,9.4,6
5.7,0.2,0.24,13.8,0.047,44,112,0.99837,2.97,0.66,8.8,6
5.9,0.34,0.25,2,0.042,12,110,0.99034,3.02,0.54,11.4,6
6.4,0.3,0.33,5.2,0.05,30,137,0.99304,3.26,0.58,11.1,5
5.4,0.29,0.38,1.2,0.029,31,132,0.98895,3.28,0.36,12.4,6
6.7,0.45,0.3,5.3,0.036,27,165,0.99122,3.12,0.46,12.2,6
6.5,0.36,0.31,13.55,0.053,20,113,0.99544,3.2,0.56,11,6
6.4,0.17,0.34,13.4,0.044,45,139,0.99752,3.06,0.43,9.1,6
5,0.33,0.18,4.6,0.032,40,124,0.99114,3.18,0.4,11,6
6.8,0.38,0.29,9.9,0.037,40,146,0.99326,3.11,0.37,11.5,6
6.5,0.29,0.32,3,0.036,38,93,0.9906,3.16,0.59,12,6
6.6,0.28,0.3,12.9,0.033,31,177,0.99479,3.12,0.39,11.2,6
6,0.615,0.04,0.8,0.032,8,50,0.99036,3.14,0.4,11,4
5.9,0.44,0.36,2.5,0.03,12,73,0.99201,3.22,0.48,10.8,6
5.8,0.34,0.21,7.2,0.041,48,146,0.99441,3.16,0.49,9.8,5
6.1,0.44,0.28,4.25,0.032,43,132,0.9916,3.26,0.47,11.3,7
6.5,0.5,0.22,4.1,0.036,35,131,0.9902,3.26,0.55,13,7
6.5,0.51,0.25,1.7,0.048,39,177,0.99212,3.28,0.57,10.6,5
6,0.29,0.41,10.8,0.048,55,149,0.9937,3.09,0.59,10.9666666666667,7
6.6,0.25,0.25,1.3,0.04,28,85,0.98984,2.87,0.48,11.2,6
7.3,0.17,0.36,8.2,0.028,44,111,0.99272,3.14,0.41,12.4,6
7.3,0.17,0.36,8.2,0.028,44,111,0.99272,3.14,0.41,12.4,6
6.1,0.16,0.34,6.1,0.034,31,114,0.99365,3.32,0.58,10.15,7
6.6,0.285,0.49,11.4,0.035,57,137,0.99732,3.08,0.54,8.9,6
4.9,0.335,0.14,1.3,0.036,69,168,0.99212,3.47,0.46,10.4666666666667,5
5.7,0.21,0.37,4.5,0.04,58,140,0.99332,3.29,0.62,10.6,6
4.7,0.335,0.14,1.3,0.036,69,168,0.99212,3.47,0.46,10.5,5
6.8,0.63,0.04,1.3,0.058,25,133,0.99271,3.17,0.39,10.2,4
5.6,0.27,0.37,0.9,0.025,11,49,0.98845,3.29,0.33,13.1,6
6.5,0.33,0.32,1,0.041,39,120,0.99004,3.06,0.37,12.2,6
6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9,6
6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9,6
6.9,0.19,0.31,19.25,0.043,38,167,0.99954,2.93,0.52,9.1,7
6.4,0.69,0.09,7.6,0.044,34,144,0.9948,3.26,0.38,10.1,6
6.3,0.36,0.5,8.3,0.053,51,202,0.9955,3.2,0.51,9.6,6
5.9,0.21,0.31,1.8,0.033,45,142,0.98984,3.35,0.5,12.7,6
5.4,0.205,0.16,12.55,0.051,31,115,0.99564,3.4,0.38,10.8,6
6.1,0.22,0.4,1.85,0.031,25,111,0.98966,3.03,0.3,11.8,7
6.7,0.15,0.32,7.9,0.034,17,81,0.99512,3.29,0.31,10,6
6.1,0.32,0.33,10.7,0.036,27,98,0.99521,3.34,0.52,10.2,6
6,0.25,0.28,7.7,0.053,37,132,0.99489,3.06,0.5,9.4,6
7.9,0.3,0.6,1.85,0.048,13,106,0.99331,3.24,0.49,11.85,5
5.3,0.31,0.38,10.5,0.031,53,140,0.99321,3.34,0.46,11.7,6
5.5,0.3,0.25,1.9,0.029,33,118,0.98972,3.36,0.66,12.5,6
6,0.32,0.46,1.5,0.05,56,189,0.99308,3.24,0.49,9.6,5
5,0.24,0.19,5,0.043,17,101,0.99438,3.67,0.57,10,5
6,0.14,0.37,1.2,0.032,63,148,0.99185,3.32,0.44,11.2,5
5.2,0.3,0.34,1.5,0.038,18,96,0.98942,3.56,0.48,13,8
6.6,0.19,0.25,1.2,0.052,34,181,0.99352,3.3,0.42,9.4,7
6.8,0.27,0.3,13,0.047,69,160,0.99705,3.16,0.5,9.6,6
6.8,0.27,0.3,13,0.047,69,160,0.99705,3.16,0.5,9.6,6
6.8,0.27,0.3,13,0.047,69,160,0.99705,3.16,0.5,9.6,6
6.4,0.28,0.45,8.6,0.057,47,223,0.99654,3.16,0.51,9.1,5
5.2,0.21,0.31,1.7,0.048,17,61,0.98953,3.24,0.37,12,7
5.6,0.3,0.1,6.4,0.043,34,142,0.99382,3.14,0.48,9.8,5
6.7,0.3,0.5,12.1,0.045,38,127,0.9974,3.04,0.53,8.9,6
6.9,0.25,0.29,2.4,0.038,28,76,0.99088,3.01,0.36,11.7,7
5.5,0.62,0.33,1.7,0.037,24,118,0.98758,3.15,0.39,13.55,6
6,0.31,0.32,7.4,0.175,47,159,0.9952,3.19,0.5,9.4,6
5.7,0.33,0.32,1.4,0.043,28,93,0.9897,3.31,0.5,12.3,6
5.9,0.32,0.19,14.5,0.042,37,115,0.99684,3.16,0.43,10.3,5
6.2,0.26,0.2,8,0.047,35,111,0.99445,3.11,0.42,10.4,6
6,0.17,0.3,7.3,0.039,39,104,0.99252,2.91,0.57,11,6
7.3,0.35,0.67,8.3,0.053,10,100,0.9959,3.19,0.5,10.9,5
6,0.26,0.24,1.3,0.053,66,150,0.9924,3.21,0.62,10.4,6
5.8,0.385,0.25,3.7,0.031,38,122,0.99128,3.2,0.63,11.2,6
5.8,0.36,0.5,1,0.127,63,178,0.99212,3.1,0.45,9.7,5
7,0.24,0.47,1.3,0.043,18,131,0.99176,3.19,0.45,11,6
6.8,0.23,0.48,1.5,0.036,35,165,0.99162,3.18,0.45,11.3,6
6,0.34,0.29,6.1,0.046,29,134,0.99462,3.48,0.57,10.7,6
5.8,0.38,0.26,1.1,0.058,20,140,0.99271,3.27,0.43,9.7,6
5.9,0.32,0.26,1.5,0.057,17,141,0.9917,3.24,0.36,10.7,5
6.5,0.28,0.38,7.8,0.031,54,216,0.99154,3.03,0.42,13.1,6
5.3,0.275,0.24,7.4,0.038,28,114,0.99313,3.38,0.51,11,6
5.2,0.405,0.15,1.45,0.038,10,44,0.99125,3.52,0.4,11.6,4
6.8,0.34,0.36,8.9,0.029,44,128,0.99318,3.28,0.35,11.95,7
6.2,0.28,0.57,1,0.043,50,92,0.99004,3.17,0.36,11.5,6
5.6,0.34,0.25,2.5,0.046,47,182,0.99093,3.21,0.4,11.3,5
5.1,0.3,0.3,2.3,0.048,40,150,0.98944,3.29,0.46,12.2,6
7.5,0.38,0.33,9.2,0.043,19,116,0.99444,3.08,0.42,11.4,6
6.4,0.35,0.51,7.8,0.055,53,177,0.99502,3.12,0.45,9.6,5
5.9,0.22,0.3,1.3,0.052,42,86,0.99069,3.31,0.47,11.55,6
5.7,0.41,0.21,1.9,0.048,30,112,0.99138,3.29,0.55,11.2,6
5,0.2,0.4,1.9,0.015,20,98,0.9897,3.37,0.55,12.05,6
7.4,0.22,0.26,1.2,0.035,18,97,0.99245,3.12,0.41,9.7,6
5,0.235,0.27,11.75,0.03,34,118,0.9954,3.07,0.5,9.4,6
6.5,0.33,0.38,8.3,0.048,68,174,0.99492,3.14,0.5,9.6,5
6.6,0.34,0.4,8.1,0.046,68,170,0.99494,3.15,0.5,9.55,6
6.2,0.41,0.22,1.9,0.023,5,56,0.98928,3.04,0.79,13,7
6.1,0.34,0.29,2.2,0.036,25,100,0.98938,3.06,0.44,11.8,6
5.7,0.21,0.32,0.9,0.038,38,121,0.99074,3.24,0.46,10.6,6
6.5,0.23,0.38,1.3,0.032,29,112,0.99298,3.29,0.54,9.7,5
